test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
168,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_getNestedProperty_0_basic.dot,1,1,Constant,1.,1.
169,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_getProperty_0_basic.dot,1,1,Constant,1.,1.
170,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_getPropertyUtils_0_basic.dot,1,1,Constant,1.,1.
171,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_getSimpleProperty_0_basic.dot,1,1,Constant,1.,1.
172,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_<init>_0_basic.dot,1,1,Constant,1.,1.
173,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_initCause_0_basic.dot,4,4,Constant,4.,4.
174,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_populate_0_basic.dot,6,8,Exponential,9.200000000000001*2.^(0.33*n),0. + 1.24*1.26^n + 9.200000000000001*2.^(0.33*n)
175,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_setInstance_0_basic.dot,1,1,Constant,1.,1.
176,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean_setProperty_0_basic.dot,44,14738,Exponential,4.480931647*^8*1.22^n,65485. + 275.32*1.06^n + 4.480931647*^8*1.22^n + 1053.*n
177,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean$1_<init>_0_basic.dot,1,1,Constant,1.,1.
178,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtilsBean$1_initialValue_0_basic.dot,1,1,Constant,1.,1.
179,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
180,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_cloneBean_0_basic.dot,1,1,Constant,1.,1.
181,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_copyProperties_0_basic.dot,1,1,Constant,1.,1.
182,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_copyProperty_0_basic.dot,1,1,Constant,1.,1.
183,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_createCache_0_basic.dot,1,1,Constant,1.,1.
184,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_describe_0_basic.dot,1,1,Constant,1.,1.
185,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getArrayProperty_0_basic.dot,1,1,Constant,1.,1.
186,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getCacheFast_0_basic.dot,2,2,Constant,2.,2.
187,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getDebug_0_basic.dot,1,1,Constant,1.,1.
188,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getIndexedProperty_0_basic.dot,1,1,Constant,1.,1.
189,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getMappedProperty_0_basic.dot,1,1,Constant,1.,1.
190,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getNestedProperty_0_basic.dot,1,1,Constant,1.,1.
191,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getProperty_0_basic.dot,1,1,Constant,1.,1.
192,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_getSimpleProperty_0_basic.dot,1,1,Constant,1.,1.
193,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
194,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_initCause_0_basic.dot,1,1,Constant,1.,1.
195,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_populate_0_basic.dot,1,1,Constant,1.,1.
196,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_setCacheFast_0_basic.dot,2,2,Constant,2.,2.
197,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_setDebug_0_basic.dot,1,1,Constant,1.,1.
198,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_BeanUtils_setProperty_0_basic.dot,1,1,Constant,1.,1.
199,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
200,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_getAccessibleConstructor_0_basic.dot,4,4,Constant,4.,4.
201,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_getMatchingAccessibleConstructor_0_basic.dot,10,14,Exponential,91.7*1.3800000000000001^n,2.5 + 0.01*0.8200000000000001^n + 0.01*0.84^n + 0.5*0.99^n + 6.95*1.24^n + 91.7*1.3800000000000001^n
202,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
203,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_invokeConstructor_0_basic.dot,4,8,Constant,8.,8.
204,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_invokeExactConstructor_0_basic.dot,4,8,Constant,8.,8.
205,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConstructorUtils_toArray_0_basic.dot,2,2,Constant,2.,2.
206,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ContextClassLoaderLocal_get_0_basic.dot,6,7,Constant,7.,7.
207,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ContextClassLoaderLocal_<init>_0_basic.dot,1,1,Constant,1.,1.
208,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ContextClassLoaderLocal_initialValue_0_basic.dot,1,1,Constant,1.,1.
209,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ContextClassLoaderLocal_set_0_basic.dot,3,3,Constant,3.,3.
210,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ContextClassLoaderLocal_unset_0_basic.dot,1,1,Constant,1.,1.
211,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConversionException_getCause_0_basic.dot,1,1,Constant,1.,1.
212,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_ConversionException_<init>_0_basic.dot,1,1,Constant,1.,1.
213,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
214,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractArrayConverter_<init>_0_basic.dot,2,2,Constant,2.,2.
215,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractArrayConverter_parseElements_0_basic.dot,8,14,Exponential,42.18*1.32^n,4. + 0.18*0.87^n + 42.18*1.32^n
216,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_conversionException_0_basic.dot,1,1,Constant,1.,1.
217,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_convert_0_basic.dot,11,38,Constant,38.,38.
218,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_convertArray_0_basic.dot,6,6,Constant,6.,6.
219,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_convertToDefaultType_0_basic.dot,1,1,Constant,1.,1.
220,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_convertToString_0_basic.dot,1,1,Constant,1.,1.
221,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_getDefault_0_basic.dot,2,2,Constant,2.,2.
222,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_handleError_0_basic.dot,7,15,Constant,15.,15.
223,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_handleMissing_0_basic.dot,10,27,Constant,27.,27.
224,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
225,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_isUseDefault_0_basic.dot,1,1,Constant,1.,1.
226,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_log_0_basic.dot,2,2,Constant,2.,2.
227,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_setDefaultValue_0_basic.dot,3,4,Constant,4.,4.
228,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_AbstractConverter_toString_0_basic.dot,9,30,Polynomial,0.62*n^2.,61. + 11.25*n + 0.62*n^2.
229,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_convertArray_0_basic.dot,1,1,Constant,1.,1.
230,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_convertToCollection_0_basic.dot,5,5,Constant,5.,5.
231,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_convertToString_0_basic.dot,8,38,Exponential,53.27*1.35^n,1.43 + 0.04*0.91^n + 2.59*1.17^n + 22.11*1.31^n + 53.27*1.35^n
232,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_convertToType_0_basic.dot,5,7,Exponential,11.82*2.^(0.25*n),1. + 11.82*2.^(0.25*n)
233,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_getDefault_0_basic.dot,4,4,Constant,4.,4.
234,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
235,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_<init>_0_basic.dot,2,2,Constant,2.,2.
236,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_parseElements_0_basic.dot,13,241,Exponential,3112.9900000000002*1.45^n,55.4 + 0.99*1.04^n + 0.45*1.1300000000000001^n + 3112.9900000000002*1.45^n + 3.*n
237,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_setAllowedChars_0_basic.dot,1,1,Constant,1.,1.
238,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_setDelimiter_0_basic.dot,1,1,Constant,1.,1.
239,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_setOnlyFirstToString_0_basic.dot,1,1,Constant,1.,1.
240,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ArrayConverter_toString_0_basic.dot,1,1,Constant,1.,1.
241,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BigDecimalConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
242,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BigDecimalConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
243,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BigIntegerConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
244,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BigIntegerConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
245,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
246,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
247,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
248,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
249,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanConverter_convertToType_0_basic.dot,7,15,Polynomial,0.22*n^2.,28.020000000000003 + 5.02*n + 0.22*n^2.
250,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanConverter_copyStrings_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
251,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
252,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_BooleanConverter_<init>_0_basic.dot,2,2,Constant,2.,2.
253,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ByteArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
254,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ByteArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
255,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ByteArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
256,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ByteConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
257,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ByteConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
258,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CalendarConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
259,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CalendarConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
260,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
261,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
262,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
263,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterConverter_convertToString_0_basic.dot,2,2,Constant,2.,2.
264,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterConverter_convertToType_0_basic.dot,3,3,Constant,3.,3.
265,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
266,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_CharacterConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
267,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ClassConverter_convertToString_0_basic.dot,2,2,Constant,2.,2.
268,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ClassConverter_convertToType_0_basic.dot,4,4,Constant,4.,4.
269,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ClassConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
270,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ClassConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
271,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ConverterFacade_convert_0_basic.dot,1,1,Constant,1.,1.
272,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ConverterFacade_<init>_0_basic.dot,2,2,Constant,2.,2.
273,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ConverterFacade_toString_0_basic.dot,1,1,Constant,1.,1.
274,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
275,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
276,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_convertToString_0_basic.dot,10,40,Constant,40.,40.
277,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_convertToType_0_basic.dot,10,12,Constant,12.,12.
278,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_getFormat_0_basic.dot,2,2,Constant,2.,2.
279,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_getLocale_0_basic.dot,1,1,Constant,1.,1.
280,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_getPatterns_0_basic.dot,1,1,Constant,1.,1.
281,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_getTimeZone_0_basic.dot,1,1,Constant,1.,1.
282,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
283,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_logFormat_0_basic.dot,5,9,Constant,9.,9.
284,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_parse_0_basic.dot,6,13,Constant,13.,13.
285,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_setLocale_0_basic.dot,1,1,Constant,1.,1.
286,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_setPattern_0_basic.dot,1,1,Constant,1.,1.
287,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_setPatterns_0_basic.dot,5,5,Exponential,2.92*1.22^n,1. + 0.02*0.72^n + 0.45*1.06^n + 2.92*1.22^n
288,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_setTimeZone_0_basic.dot,1,1,Constant,1.,1.
289,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_setUseLocaleFormat_0_basic.dot,1,1,Constant,1.,1.
290,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_toDate_0_basic.dot,8,8,Constant,8.,8.
291,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DateTimeConverter_toString_0_basic.dot,4,8,Constant,8.,8.
292,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DoubleArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
293,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DoubleArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
294,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DoubleArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
295,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DoubleConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
296,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_DoubleConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
297,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FileConverter_convertToType_0_basic.dot,2,2,Constant,2.,2.
298,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FileConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
299,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FileConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
300,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FloatArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
301,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FloatArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
302,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FloatArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
303,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FloatConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
304,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_FloatConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
305,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_IntegerArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
306,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_IntegerArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
307,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_IntegerArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
308,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_IntegerConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
309,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_IntegerConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
310,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_LongArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
311,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_LongArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
312,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_LongArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
313,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_LongConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
314,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_LongConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
315,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
316,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_convertToString_0_basic.dot,5,6,Constant,6.,6.
317,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_convertToType_0_basic.dot,11,22,Constant,22.,22.
318,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_getFormat_0_basic.dot,9,16,Constant,16.,16.
319,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_getLocale_0_basic.dot,1,1,Constant,1.,1.
320,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_getPattern_0_basic.dot,1,1,Constant,1.,1.
321,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
322,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_isAllowDecimals_0_basic.dot,1,1,Constant,1.,1.
323,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_parse_0_basic.dot,7,25,Constant,25.,25.
324,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_setLocale_0_basic.dot,1,1,Constant,1.,1.
325,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_setPattern_0_basic.dot,1,1,Constant,1.,1.
326,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_setUseLocaleFormat_0_basic.dot,1,1,Constant,1.,1.
327,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_toNumber_0_basic.dot,10,10,Constant,10.,10.
328,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_NumberConverter_toString_0_basic.dot,3,4,Constant,4.,4.
329,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ShortArrayConverter_<clinit>_0_basic.dot,1,1,Constant,1.,1.
330,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ShortArrayConverter_convert_0_basic.dot,11,11,Polynomial,1.*n,23. + 1.*n
331,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ShortArrayConverter_<init>_0_basic.dot,1,1,Constant,1.,1.
332,../cfgs/apache_cfgs/commons-beanutils-1.9.2/org_apache_commons_beanutils_converters_ShortConverter_getDefaultType_0_basic.dot,1,1,Constant,1.,1.
